,T2M,ALLSKY_SFC_SW_DWN,PRECTOTCORR
2018-03-22,3.81,6.22,0.01
2018-03-23,7.75,3.45,0.87
2018-03-24,12.87,1.27,8.65
2018-03-25,9.48,2.25,1.06
2018-03-26,10.73,2.55,0.06
2018-03-27,12.75,3.87,0.4
2018-03-28,17.18,1.94,12.48
2018-03-29,16.61,1.17,25.07
2018-03-30,10.24,3.47,0.9
2018-03-31,10.98,6.76,0.08
2018-04-01,13.03,3.76,1.38
2018-04-02,10.44,3.4,0.98
2018-04-03,18.57,4.4,16.01
2018-04-04,5.12,7.29,2.68
2018-04-05,5.74,5.24,0.17
2018-04-06,10.09,1.76,9.74
2018-04-07,2.26,1.36,1.93
2018-04-08,2.54,4.65,0.01
2018-04-09,7.49,7.18,0.1
2018-04-10,7.61,6.82,0.0
2018-04-11,9.83,6.32,0.0
2018-04-12,15.87,7.27,0.0
2018-04-13,17.47,7.06,0.01
2018-04-14,18.55,1.14,23.41
2018-04-15,7.76,3.05,24.93
2018-04-16,2.56,4.61,1.77
2018-04-17,10.93,7.54,0.0
2018-04-18,16.82,4.79,0.83
2018-04-19,6.82,6.29,0.0
2018-04-20,9.3,7.52,0.0
2018-04-21,12.67,7.04,0.0
2018-04-22,13.85,1.01,28.62
2018-04-23,16.17,3.84,20.49
2018-04-24,14.28,3.16,7.35
2018-04-25,14.74,4.5,0.32
2018-04-26,12.63,1.49,5.19
2018-04-27,14.25,7.08,0.07
2018-04-28,13.3,7.92,0.0
2018-04-29,9.78,7.53,0.0
2018-04-30,13.54,7.62,0.0
2018-05-01,17.51,7.83,0.0
2018-05-02,20.09,7.11,0.0
2018-05-03,21.28,7.0,0.0
2018-05-04,21.67,4.28,1.75
2018-05-05,18.58,1.66,22.51
2018-05-06,18.02,7.48,2.54
2018-05-07,18.81,7.31,0.25
2018-05-08,19.45,7.89,0.02
2018-05-09,19.99,6.12,0.78
2018-05-10,22.52,6.23,2.03
2018-05-11,23.11,7.19,0.0
2018-05-12,21.95,7.58,0.0
2018-05-13,23.5,7.71,0.0
2018-05-14,24.91,7.24,0.0
2018-05-15,24.92,6.44,2.94
2018-05-16,22.34,5.51,5.29
2018-05-17,22.32,3.63,6.85
2018-05-18,21.72,5.65,7.71
2018-05-19,23.24,7.47,2.12
2018-05-20,24.06,5.72,5.05
2018-05-21,23.06,6.64,1.34
2018-05-22,22.78,5.59,5.83
2018-05-23,23.72,7.11,0.01
2018-05-24,24.25,7.63,0.08
2018-05-25,24.05,5.99,2.32
2018-05-26,22.85,5.13,3.43
2018-05-27,24.47,5.69,4.16
2018-05-28,22.81,3.82,3.82
2018-05-29,23.45,3.23,10.81
2018-05-30,23.92,5.16,7.17
2018-05-31,24.23,5.81,22.49
2018-06-01,23.67,5.17,7.32
2018-06-02,25.44,7.57,0.11
2018-06-03,23.38,6.35,0.09
2018-06-04,20.36,8.42,0.0
2018-06-05,20.84,7.89,0.0
2018-06-06,22.75,8.56,0.0
2018-06-07,23.53,8.14,0.0
2018-06-08,25.4,7.43,0.0
2018-06-09,25.95,7.24,0.3
2018-06-10,23.92,4.68,14.29
2018-06-11,24.57,7.02,2.81
2018-06-12,24.72,6.96,2.24
2018-06-13,23.35,3.77,1.59
2018-06-14,25.19,6.64,0.05
2018-06-15,26.38,7.77,0.22
2018-06-16,27.11,7.86,0.11
2018-06-17,26.54,7.59,1.64
2018-06-18,26.26,7.15,0.59
2018-06-19,26.14,7.27,0.18
2018-06-20,25.33,4.81,0.81
2018-06-21,24.27,4.3,10.51
2018-06-22,23.65,5.19,7.83
2018-06-23,24.72,3.98,0.85
2018-06-24,26.34,5.78,5.76
2018-06-25,25.53,6.1,1.74
2018-06-26,25.4,6.97,17.34
2018-06-27,25.23,6.02,37.58
2018-06-28,25.71,2.43,19.46
2018-06-29,26.29,6.94,0.49
2018-06-30,27.21,7.48,0.36
2018-07-01,26.71,6.89,3.78
2018-07-02,26.28,6.18,1.92
2018-07-03,27.03,7.33,0.52
2018-07-04,28.14,7.74,0.11
2018-07-05,27.67,6.78,1.6
2018-07-06,25.55,4.69,11.92
2018-07-07,24.07,5.36,1.04
2018-07-08,25.57,5.01,0.27
2018-07-09,26.53,7.33,0.02
2018-07-10,26.89,6.67,2.56
2018-07-11,27.45,7.18,1.21
2018-07-12,25.98,7.3,0.18
2018-07-13,25.74,6.82,0.02
2018-07-14,26.72,5.49,0.73
2018-07-15,25.7,3.84,16.02
2018-07-16,25.56,5.08,3.05
2018-07-17,26.5,6.02,4.11
2018-07-18,25.21,7.59,0.21
2018-07-19,25.77,7.55,0.06
2018-07-20,26.59,7.18,7.09
2018-07-21,25.37,7.02,16.6
2018-07-22,22.94,5.23,4.08
2018-07-23,22.85,5.06,0.65
2018-07-24,23.51,6.81,0.06
2018-07-25,25.01,7.26,0.01
2018-07-26,25.87,6.11,0.0
2018-07-27,24.32,5.58,0.09
2018-07-28,23.07,7.02,0.0
2018-07-29,24.28,7.71,0.0
2018-07-30,26.26,5.53,1.77
2018-07-31,24.58,4.93,11.46
2018-08-01,23.26,3.94,2.07
2018-08-02,23.66,5.48,0.53
2018-08-03,25.5,7.38,0.61
2018-08-04,26.48,7.05,0.26
2018-08-05,26.7,6.21,2.15
2018-08-06,27.95,6.49,0.62
2018-08-07,28.11,7.03,0.23
2018-08-08,25.98,5.38,9.31
2018-08-09,25.33,4.46,14.32
2018-08-10,24.54,5.12,12.19
2018-08-11,26.18,7.24,4.43
2018-08-12,25.03,6.8,0.65
2018-08-13,25.35,6.92,0.05
2018-08-14,26.37,6.71,0.05
2018-08-15,26.59,5.67,0.17
2018-08-16,26.05,3.73,10.37
2018-08-17,25.84,3.93,12.88
2018-08-18,25.6,4.7,18.52
2018-08-19,25.7,4.88,1.43
2018-08-20,24.82,3.71,6.75
2018-08-21,24.88,3.96,2.71
2018-08-22,22.59,4.63,0.14
2018-08-23,20.74,7.4,0.0
2018-08-24,22.13,5.42,0.01
2018-08-25,24.7,6.05,0.04
2018-08-26,26.57,6.2,0.04
2018-08-27,26.94,6.29,0.0
2018-08-28,27.71,6.3,0.01
2018-08-29,27.69,5.52,3.85
2018-08-30,25.76,5.32,4.42
2018-08-31,25.85,5.62,2.45
2018-09-01,26.16,4.56,3.48
2018-09-02,27.28,6.36,0.08
2018-09-03,27.07,6.27,0.19
2018-09-04,27.49,6.17,0.08
2018-09-05,25.68,2.58,0.11
2018-09-06,26.57,4.04,8.87
2018-09-07,26.98,5.38,1.44
2018-09-08,27.08,5.12,0.81
2018-09-09,22.99,2.35,25.78
2018-09-10,19.61,2.38,0.66
2018-09-11,20.11,2.87,0.03
2018-09-12,21.93,5.64,0.12
2018-09-13,25.38,3.93,1.38
2018-09-14,26.44,5.77,0.0
2018-09-15,26.71,6.16,0.0
2018-09-16,24.4,4.32,0.83
2018-09-17,24.6,3.75,1.53
2018-09-18,26.91,4.96,0.06
2018-09-19,27.6,5.85,0.12
2018-09-20,28.05,5.68,0.07
2018-09-21,26.79,3.83,3.12
2018-09-22,24.15,3.56,10.3
2018-09-23,22.42,1.79,44.24
2018-09-24,22.36,2.33,22.43
2018-09-25,23.97,3.11,9.64
2018-09-26,21.47,1.25,24.59
2018-09-27,18.81,1.6,15.56
2018-09-28,19.43,3.73,0.07
2018-09-29,19.71,5.18,0.0
2018-09-30,22.02,5.13,0.0
2018-10-01,22.36,3.03,8.55
2018-10-02,22.7,3.58,7.52
2018-10-03,23.37,4.69,0.18
2018-10-04,24.56,4.87,0.01
2018-10-05,24.65,4.66,0.03
2018-10-06,25.09,4.46,0.17
2018-10-07,24.18,4.05,0.44
2018-10-08,23.68,4.15,0.26
2018-10-09,23.46,3.14,0.0
2018-10-10,23.53,2.41,4.84
2018-10-11,15.07,4.83,1.13
2018-10-12,11.64,5.06,0.21
2018-10-13,11.37,3.52,1.36
2018-10-14,15.96,2.52,9.63
2018-10-15,16.06,1.89,19.03
2018-10-16,11.18,1.19,4.4
2018-10-17,12.19,4.78,0.02
2018-10-18,10.29,4.87,0.01
2018-10-19,13.53,4.34,3.17
2018-10-20,12.69,2.56,5.65
2018-10-21,6.04,5.19,0.04
2018-10-22,9.09,4.04,0.01
2018-10-23,11.52,4.23,0.04
2018-10-24,9.83,4.74,0.0
2018-10-25,10.49,1.13,10.63
2018-10-26,11.0,0.88,6.84
2018-10-27,9.14,1.29,0.51
2018-10-28,12.22,3.95,0.02
2018-10-29,10.7,4.38,0.0
2018-10-30,13.72,3.73,0.0
2018-10-31,17.89,2.09,0.4
2018-11-01,16.11,0.78,13.21
2018-11-02,8.47,1.63,0.13
2018-11-03,9.94,3.96,0.01
2018-11-04,11.32,2.9,5.73
2018-11-05,14.94,2.8,7.52
2018-11-06,15.22,4.14,29.16
2018-11-07,9.61,0.92,0.92
2018-11-08,8.66,1.95,0.21
2018-11-09,6.41,1.03,14.7
2018-11-10,-0.82,4.23,0.04
2018-11-11,2.98,3.28,0.01
2018-11-12,6.25,0.64,13.44
2018-11-13,2.64,0.6,4.32
2018-11-14,0.84,0.46,24.8
2018-11-15,-1.38,0.6,2.38
2018-11-16,2.5,3.6,0.03
2018-11-17,7.1,3.75,0.08
2018-11-18,9.02,3.04,0.0
2018-11-19,8.43,1.1,0.26
2018-11-20,4.02,1.71,0.03
2018-11-21,3.79,3.75,0.0
2018-11-22,6.64,3.16,0.0
2018-11-23,6.26,1.04,4.86
2018-11-24,8.83,2.15,0.76
2018-11-25,9.98,2.15,1.86
2018-11-26,1.89,1.43,0.19
2018-11-27,-3.04,2.69,0.03
2018-11-28,-2.03,3.05,0.0
2018-11-29,5.72,0.87,1.54
2018-11-30,14.93,0.67,12.86
2018-12-01,14.43,0.86,22.21
2018-12-02,12.54,3.39,0.36
2018-12-03,4.06,2.68,0.05
2018-12-04,1.33,1.37,0.3
2018-12-05,-0.56,2.84,0.14
2018-12-06,1.49,2.43,0.03
2018-12-07,3.01,1.16,0.24
2018-12-08,1.28,0.6,15.3
2018-12-09,0.56,0.79,10.26
2018-12-10,-0.78,1.48,0.0
2018-12-11,-1.47,3.41,0.0
2018-12-12,3.76,1.55,0.14
2018-12-13,7.78,2.06,0.12
2018-12-14,9.73,0.44,18.11
2018-12-15,8.08,1.07,2.87
2018-12-16,6.95,1.96,0.62
2018-12-17,5.54,3.24,0.02
2018-12-18,3.41,2.96,0.0
2018-12-19,6.57,2.26,0.54
2018-12-20,7.32,0.39,18.84
2018-12-21,3.45,0.59,7.23
2018-12-22,1.91,3.1,0.05
2018-12-23,2.34,0.33,4.71
2018-12-24,1.73,3.16,0.07
2018-12-25,3.66,1.35,0.03
2018-12-26,5.92,1.52,0.01
2018-12-27,9.97,0.91,25.49
2018-12-28,10.24,1.62,7.34
2018-12-29,2.12,2.39,0.02
2018-12-30,6.89,1.83,3.79
2018-12-31,14.5,0.63,43.86
2019-01-01,8.32,1.7,0.02
2019-01-02,5.99,0.47,9.79
2019-01-03,5.02,0.91,3.92
2019-01-04,7.97,0.98,13.56
2019-01-05,6.01,3.36,0.4
2019-01-06,8.15,3.23,0.59
2019-01-07,11.31,2.59,0.03
2019-01-08,11.68,2.31,0.01
2019-01-09,1.59,3.58,0.0
2019-01-10,-3.11,3.46,0.0
2019-01-11,0.37,2.18,0.64
2019-01-12,4.48,0.75,7.45
2019-01-13,5.18,0.47,2.63
2019-01-14,1.14,0.74,0.15
2019-01-15,0.22,0.86,0.01
2019-01-16,2.57,2.81,0.03
2019-01-17,4.85,0.56,9.94
2019-01-18,6.99,1.56,0.27
2019-01-19,9.36,0.66,45.27
2019-01-20,-4.24,1.92,2.05
2019-01-21,-4.72,3.52,0.0
2019-01-22,1.16,3.32,0.0
2019-01-23,6.71,0.78,33.19
2019-01-24,-1.06,3.35,0.22
2019-01-25,-2.76,4.12,0.0
2019-01-26,0.77,3.79,0.0
2019-01-27,3.43,3.56,0.0
2019-01-28,5.25,3.11,1.21
2019-01-29,-4.13,4.02,0.31
2019-01-30,-6.5,3.93,0.01
2019-01-31,-3.79,4.0,0.0
2019-02-01,4.43,1.84,0.16
2019-02-02,8.07,3.32,0.0
2019-02-03,10.42,3.16,0.0
2019-02-04,12.49,1.44,0.41
2019-02-05,15.54,2.26,1.2
2019-02-06,18.35,0.87,43.49
2019-02-07,16.76,2.39,13.78
2019-02-08,-1.79,4.28,0.6
2019-02-09,-0.86,3.88,0.02
2019-02-10,4.0,0.63,12.46
2019-02-11,10.52,1.4,9.48
2019-02-12,9.99,0.8,16.45
2019-02-13,2.69,4.61,0.0
2019-02-14,7.04,2.6,0.01
2019-02-15,7.47,1.26,9.99
2019-02-16,2.21,1.29,5.4
2019-02-17,6.2,0.66,32.21
2019-02-18,1.31,3.54,0.01
2019-02-19,2.23,0.73,31.85
2019-02-20,9.16,0.54,33.49
2019-02-21,7.44,1.5,10.54
2019-02-22,8.43,0.62,25.97
2019-02-23,14.67,0.89,60.29
2019-02-24,7.55,5.32,3.96
2019-02-25,3.61,5.12,0.0
2019-02-26,8.55,4.39,0.0
2019-02-27,12.01,4.7,0.17
2019-02-28,8.15,1.23,3.19
2019-03-01,4.64,1.03,2.69
2019-03-02,4.63,1.58,0.13
2019-03-03,2.62,0.63,19.01
2019-03-04,-3.95,4.44,0.29
2019-03-05,-3.29,5.96,0.0
2019-03-06,-2.07,5.99,0.0
2019-03-07,2.91,2.94,0.03
2019-03-08,6.71,1.04,13.41
2019-03-09,14.09,0.94,37.92
2019-03-10,11.34,5.25,0.09
2019-03-11,7.82,2.7,1.09
2019-03-12,7.96,5.08,0.0
2019-03-13,13.29,3.74,0.03
2019-03-14,17.98,1.9,4.34
2019-03-15,8.09,5.87,0.02
2019-03-16,4.96,5.98,0.0
2019-03-17,6.31,6.41,0.01
2019-03-18,4.41,6.36,0.0
2019-03-19,5.18,6.58,0.0
2019-03-20,8.49,6.33,0.0
2019-03-21,8.01,4.94,0.05
2019-03-22,8.08,5.94,0.0
2019-03-23,8.7,6.31,0.0
2019-03-24,11.46,3.18,0.03
2019-03-25,12.2,3.05,6.68
2019-03-26,6.44,6.46,0.0
2019-03-27,9.14,6.84,0.0
2019-03-28,12.59,6.55,0.0
2019-03-29,14.14,3.2,0.08
2019-03-30,14.62,3.59,12.26
2019-03-31,4.3,5.52,0.11
2019-04-01,4.05,6.26,0.0
2019-04-02,8.82,6.89,0.24
2019-04-03,13.26,6.41,0.0
2019-04-04,14.42,2.95,2.86
2019-04-05,15.05,2.7,4.8
2019-04-06,17.27,5.98,0.08
2019-04-07,18.82,3.07,19.53
2019-04-08,17.77,1.07,26.96
2019-04-09,18.1,6.16,1.55
2019-04-10,17.71,7.29,0.0
2019-04-11,20.86,5.68,0.13
2019-04-12,17.07,2.44,1.57
2019-04-13,15.33,2.52,17.57
2019-04-14,15.12,5.25,16.53
2019-04-15,9.25,7.66,0.0
2019-04-16,15.31,7.37,0.0
2019-04-17,17.89,5.36,0.0
2019-04-18,19.08,4.61,14.66
2019-04-19,9.54,2.08,17.84
2019-04-20,6.51,2.57,10.06
2019-04-21,12.32,7.94,0.03
2019-04-22,16.88,7.76,0.0
2019-04-23,18.23,5.94,0.0
2019-04-24,19.24,7.27,0.0
2019-04-25,18.75,2.73,7.06
2019-04-26,14.66,7.9,1.0
2019-04-27,15.48,6.91,0.0
2019-04-28,15.71,7.25,0.0
2019-04-29,18.9,6.86,0.0
2019-04-30,20.85,6.49,0.0
2019-05-01,21.48,5.67,0.35
2019-05-02,21.27,5.23,12.56
2019-05-03,20.68,4.57,3.07
2019-05-04,18.84,2.84,16.71
2019-05-05,16.87,4.48,2.57
2019-05-06,18.06,7.97,0.0
2019-05-07,20.66,7.22,0.0
2019-05-08,22.15,7.14,0.39
2019-05-09,20.63,1.47,10.53
2019-05-10,19.08,4.02,8.0
2019-05-11,19.13,2.88,16.52
2019-05-12,16.64,3.16,1.09
2019-05-13,13.02,6.1,0.01
2019-05-14,14.33,8.12,0.0
2019-05-15,15.52,3.08,1.96
2019-05-16,21.5,7.44,0.15
2019-05-17,23.27,7.62,0.04
2019-05-18,23.27,7.32,0.63
2019-05-19,21.56,4.26,1.39
2019-05-20,21.66,8.27,0.46
2019-05-21,22.58,7.74,0.0
2019-05-22,24.04,7.98,0.09
2019-05-23,23.58,7.39,0.0
2019-05-24,25.56,7.02,0.04
2019-05-25,25.69,7.75,0.0
2019-05-26,25.52,8.26,0.53
2019-05-27,25.28,6.79,0.22
2019-05-28,25.43,7.21,0.0
2019-05-29,24.78,8.11,0.24
2019-05-30,23.59,5.03,3.59
2019-05-31,22.13,7.84,0.44
2019-06-01,22.78,7.14,0.02
2019-06-02,23.39,7.1,0.04
2019-06-03,20.66,7.57,0.0
2019-06-04,22.0,4.91,0.8
2019-06-05,23.88,4.57,2.0
2019-06-06,22.71,2.36,10.63
2019-06-07,22.43,3.97,25.07
2019-06-08,23.56,4.34,12.06
2019-06-09,24.06,4.47,8.34
2019-06-10,22.57,6.64,2.59
2019-06-11,18.05,6.48,0.0
2019-06-12,19.43,5.06,2.98
2019-06-13,18.06,8.31,0.24
2019-06-14,19.0,8.34,0.0
2019-06-15,22.95,7.31,0.0
2019-06-16,24.72,6.66,1.0
2019-06-17,24.81,5.95,13.47
2019-06-18,23.17,4.36,23.56
2019-06-19,24.76,6.09,17.48
2019-06-20,23.55,5.28,15.23
2019-06-21,25.15,7.47,8.77
2019-06-22,24.59,5.77,10.15
2019-06-23,25.15,6.74,10.61
2019-06-24,24.25,4.91,8.46
2019-06-25,24.26,7.2,0.27
2019-06-26,25.06,7.34,1.75
2019-06-27,25.51,6.82,12.89
2019-06-28,24.86,7.45,0.61
2019-06-29,26.38,7.11,0.15
2019-06-30,26.04,7.45,0.07
2019-07-01,26.8,7.94,0.01
2019-07-02,27.64,7.57,0.9
2019-07-03,26.34,5.35,5.44
2019-07-04,25.2,6.17,7.4
2019-07-05,25.99,5.69,3.68
2019-07-06,26.89,7.16,1.45
2019-07-07,26.77,5.08,7.73
2019-07-08,27.13,7.35,1.13
2019-07-09,28.03,7.76,0.03
2019-07-10,28.15,6.66,1.6
2019-07-11,27.8,5.68,13.39
2019-07-12,27.46,5.01,3.93
2019-07-13,26.69,6.34,16.22
2019-07-14,25.38,4.21,3.75
2019-07-15,24.39,3.45,2.81
2019-07-16,25.94,6.48,1.87
2019-07-17,25.99,3.89,13.17
2019-07-18,25.88,3.44,9.66
2019-07-19,26.83,6.72,1.86
2019-07-20,27.08,6.17,9.38
2019-07-21,26.03,5.22,6.63
2019-07-22,25.53,4.93,14.37
2019-07-23,21.98,6.91,18.28
2019-07-24,21.17,7.71,0.04
2019-07-25,22.31,7.87,0.06
2019-07-26,23.71,7.46,0.01
2019-07-27,24.86,7.08,0.03
2019-07-28,25.92,6.7,0.74
2019-07-29,25.56,7.1,0.05
2019-07-30,25.34,5.72,3.13
2019-07-31,25.7,7.05,1.48
2019-08-01,25.31,6.48,2.86
2019-08-02,25.91,6.42,3.92
2019-08-03,25.95,6.82,3.38
2019-08-04,25.56,5.31,11.74
2019-08-05,25.61,7.44,0.31
2019-08-06,25.93,6.61,7.97
2019-08-07,25.61,5.36,7.02
2019-08-08,25.67,5.44,0.55
2019-08-09,26.52,5.41,3.47
2019-08-10,26.7,5.98,1.52
2019-08-11,25.6,6.91,0.0
2019-08-12,27.05,6.73,0.02
2019-08-13,28.2,6.09,13.03
2019-08-14,26.53,6.34,2.8
2019-08-15,25.39,7.13,0.23
2019-08-16,25.8,7.46,0.03
2019-08-17,27.78,7.09,0.0
2019-08-18,28.51,7.13,0.02
2019-08-19,29.87,6.49,0.61
2019-08-20,27.93,6.62,2.91
2019-08-21,28.08,6.78,0.77
2019-08-22,26.87,5.8,10.98
2019-08-23,25.96,4.83,1.14
2019-08-24,24.93,4.1,0.24
2019-08-25,23.98,2.37,11.58
2019-08-26,22.31,2.06,13.68
2019-08-27,25.1,4.01,6.65
2019-08-28,23.11,7.09,0.19
2019-08-29,22.41,6.96,0.0
2019-08-30,24.7,7.1,0.0
2019-08-31,25.31,7.0,0.0
2019-09-01,26.27,6.07,0.04
2019-09-02,26.87,6.29,0.0
2019-09-03,26.98,6.76,0.0
2019-09-04,27.7,6.62,0.0
2019-09-05,23.68,6.95,0.0
2019-09-06,24.76,6.57,0.0
2019-09-07,24.11,6.16,0.0
2019-09-08,23.82,6.68,0.0
2019-09-09,26.51,6.17,0.0
2019-09-10,28.23,5.56,5.12
2019-09-11,27.39,5.11,3.61
2019-09-12,29.03,5.77,0.0
2019-09-13,29.51,5.53,0.2
2019-09-14,27.39,4.8,0.94
2019-09-15,27.63,6.14,0.0
2019-09-16,28.6,6.05,0.0
2019-09-17,27.91,5.53,0.0
2019-09-18,26.21,6.03,0.0
2019-09-19,25.9,5.26,0.0
2019-09-20,25.08,5.52,0.64
2019-09-21,24.92,6.15,0.0
2019-09-22,24.99,5.81,0.0
2019-09-23,24.98,2.81,1.03
2019-09-24,21.86,6.08,0.03
2019-09-25,24.66,4.92,0.47
2019-09-26,24.36,4.07,1.55
2019-09-27,26.29,4.87,0.05
2019-09-28,27.64,4.2,0.01
2019-09-29,28.27,4.26,0.47
2019-09-30,29.35,4.82,0.0
2019-10-01,30.17,4.86,0.0
2019-10-02,29.41,5.1,0.0
2019-10-03,29.08,5.32,0.0
2019-10-04,23.77,5.41,0.0
2019-10-05,25.14,5.16,1.46
2019-10-06,23.03,3.32,8.43
2019-10-07,17.34,1.1,32.94
2019-10-08,17.36,2.4,0.02
2019-10-09,19.94,4.77,0.04
2019-10-10,21.91,3.64,0.0
2019-10-11,20.97,3.52,4.0
2019-10-12,10.56,5.2,0.78
2019-10-13,12.05,4.79,0.01
2019-10-14,15.07,4.95,0.0
2019-10-15,18.44,2.76,2.04
2019-10-16,12.94,4.95,12.78
2019-10-17,9.77,5.13,0.0
2019-10-18,12.54,4.83,0.0
2019-10-19,15.38,1.63,1.35
2019-10-20,17.49,4.13,0.45
2019-10-21,18.52,1.22,18.73
2019-10-22,13.64,5.0,1.43
2019-10-23,12.71,4.47,0.0
2019-10-24,13.14,4.86,0.01
2019-10-25,12.96,1.04,22.8
2019-10-26,18.84,0.82,23.53
2019-10-27,14.48,1.37,0.34
2019-10-28,13.98,2.57,0.21
2019-10-29,13.88,1.94,0.14
2019-10-30,18.04,0.88,18.68
2019-10-31,7.39,1.69,20.85
2019-11-01,3.43,4.48,0.0
2019-11-02,5.73,4.54,0.13
2019-11-03,6.69,4.3,0.0
2019-11-04,7.67,3.3,0.0
2019-11-05,9.35,3.76,0.01
2019-11-06,11.47,4.16,0.09
2019-11-07,9.09,0.76,14.57
2019-11-08,0.69,4.25,0.0
2019-11-09,3.37,4.15,0.0
2019-11-10,8.89,3.89,0.0
2019-11-11,8.97,2.45,6.94
2019-11-12,-4.7,3.69,0.94
2019-11-13,-2.52,4.17,0.0
2019-11-14,2.93,3.57,0.0
2019-11-15,2.52,3.06,0.09
2019-11-16,2.29,3.99,0.0
2019-11-17,5.24,3.27,0.01
2019-11-18,5.68,3.2,0.02
2019-11-19,7.49,3.42,0.14
2019-11-20,7.3,3.61,0.05
2019-11-21,10.18,1.69,0.15
2019-11-22,10.53,0.96,29.01
2019-11-23,8.09,0.87,15.67
2019-11-24,4.34,3.57,0.07
2019-11-25,6.84,3.57,0.03
2019-11-26,11.03,1.77,14.22
2019-11-27,11.25,3.33,13.0
2019-11-28,4.53,2.39,0.31
2019-11-29,8.16,1.36,1.1
2019-11-30,13.18,0.95,43.73
2019-12-01,8.59,3.3,4.0
2019-12-02,1.59,0.9,0.54
2019-12-03,0.86,2.19,0.0
2019-12-04,4.67,3.36,0.01
2019-12-05,7.32,3.34,0.01
2019-12-06,9.01,0.94,0.08
2019-12-07,7.75,3.01,0.01
2019-12-08,9.74,1.98,0.0
2019-12-09,14.11,0.73,7.42
2019-12-10,2.23,0.48,10.47
2019-12-11,0.09,3.41,0.0
2019-12-12,3.31,2.84,0.24
2019-12-13,6.13,0.5,3.4
2019-12-14,6.29,2.6,0.48
2019-12-15,7.47,2.29,1.46
2019-12-16,14.53,1.31,38.69
2019-12-17,1.82,0.66,4.1
2019-12-18,-1.8,3.13,0.07
2019-12-19,0.0,2.83,0.0
2019-12-20,3.1,2.39,0.0
2019-12-21,5.27,1.42,0.24
2019-12-22,6.17,0.42,16.24
2019-12-23,9.7,2.24,2.2
2019-12-24,10.09,3.1,0.15
2019-12-25,11.13,2.63,0.0
2019-12-26,11.72,1.7,0.21
2019-12-27,11.39,1.14,0.88
2019-12-28,14.06,2.04,1.96
2019-12-29,16.76,0.55,53.2
2019-12-30,7.02,3.32,0.34
2019-12-31,3.4,3.1,1.75
2020-01-01,3.3,2.51,0.26
2020-01-02,7.72,0.48,32.88
2020-01-03,11.95,0.44,17.91
2020-01-04,3.74,1.62,1.07
2020-01-05,3.08,3.34,0.03
2020-01-06,5.2,3.11,0.98
2020-01-07,4.8,3.43,1.66
2020-01-08,4.68,3.48,0.0
2020-01-09,7.3,2.15,0.35
2020-01-10,13.8,1.16,2.44
2020-01-11,15.63,0.32,42.92
2020-01-12,7.11,2.13,1.38
2020-01-13,8.69,2.68,0.87
2020-01-14,13.59,1.05,18.1
2020-01-15,15.8,1.23,5.91
2020-01-16,6.52,2.61,0.58
2020-01-17,3.23,1.59,0.06
2020-01-18,7.62,0.73,9.44
2020-01-19,-2.51,3.82,0.0
2020-01-20,-4.96,1.11,0.02
2020-01-21,-3.83,3.67,0.61
2020-01-22,-1.79,2.6,0.0
2020-01-23,2.72,0.72,19.15
2020-01-24,4.75,2.28,7.71
2020-01-25,1.56,1.22,0.22
2020-01-26,3.31,1.13,1.11
2020-01-27,6.08,2.79,2.25
2020-01-28,2.58,2.74,0.09
2020-01-29,4.39,1.46,0.3
2020-01-30,5.02,2.85,0.13
2020-01-31,7.25,1.7,1.48
2020-02-01,5.73,1.28,1.51
2020-02-02,7.73,4.01,0.08
2020-02-03,12.44,2.98,0.29
2020-02-04,14.7,0.82,27.66
2020-02-05,11.68,0.74,47.2
2020-02-06,4.56,1.17,25.14
2020-02-07,-1.1,1.49,1.24
2020-02-08,1.56,3.72,1.91
2020-02-09,5.46,4.03,0.36
2020-02-10,10.23,0.7,33.76
2020-02-11,6.51,1.26,20.5
2020-02-12,9.62,0.73,27.93
2020-02-13,4.0,1.2,13.09
2020-02-14,-3.95,4.51,0.03
2020-02-15,1.2,4.09,0.0
2020-02-16,7.41,2.25,0.07
2020-02-17,10.34,4.34,0.3
2020-02-18,10.39,0.81,14.28
2020-02-19,4.48,3.53,0.03
2020-02-20,1.56,0.9,4.35
2020-02-21,-1.95,4.46,0.01
2020-02-22,2.3,4.96,0.03
2020-02-23,5.52,2.14,0.9
2020-02-24,7.68,0.67,16.13
2020-02-25,9.62,2.5,0.59
2020-02-26,3.44,1.08,2.49
2020-02-27,0.57,5.17,0.04
2020-02-28,2.89,2.3,2.09
2020-02-29,1.47,5.03,0.05
2020-03-01,7.41,4.81,5.27
2020-03-02,12.69,1.16,21.7
2020-03-03,13.96,4.6,18.07
2020-03-04,10.53,2.49,0.0
2020-03-05,9.79,3.77,0.02
2020-03-06,3.85,5.62,0.02
2020-03-07,3.1,6.08,0.0
2020-03-08,7.71,5.84,0.0
2020-03-09,11.12,2.55,1.43
2020-03-10,13.58,1.91,5.6
2020-03-11,11.45,2.04,0.49
2020-03-12,16.59,1.78,8.87
2020-03-13,11.5,2.63,3.03
2020-03-14,11.17,2.55,8.84
2020-03-15,6.07,1.57,1.72
2020-03-16,8.94,2.6,8.73
2020-03-17,10.7,1.9,9.3
2020-03-18,15.36,2.0,11.09
2020-03-19,19.64,2.47,7.12
2020-03-20,17.24,1.05,20.87
2020-03-21,7.49,1.8,1.19
2020-03-22,9.66,4.15,1.31
2020-03-23,11.77,1.82,23.8
